ID,Restaurant,Address,Time,Price,District,latitude,longitude
471,Ếch Xanh - Hồ Xuân Hương,"55A Hồ Xuân Hương, P. Võ Thị Sáu, Quận 3, TP. HCM",,100.000 - 330.000,Quận 3,10.7771154,106.6880959
472,Tuyết - Cháo Lòng 408,"408/8 Nguyễn Thị Minh Khai, Quận 3, TP. HCM",00:00 - 23:59,2.000 - 20.000,Quận 3,10.7736152,106.6893194
473,Bánh Mì Chim Chạy - Cách Mạng Tháng 8,"173 Cách Mạng Tháng 8, P. 5, Quận 3, TP. HCM",06:00 - 22:00,20.000 - 72.000,Quận 3,10.7736152,106.6893194
474,Bò Né - Bà Huyện Thanh Quan,"105B Bà Huyện Thanh Quan, P. 7, Quận 3, TP. HCM",07:00 - 12:00,30.000 - 60.000,Quận 3,0.0,0.0
475,Lucky You - Bánh Mì Kem Tươi Thái Lan - Cách Mạng Tháng 8,"210/3B Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM",,0 - 0,Quận 3,10.7809641,106.6757488
476,Bún Đậu Mắm Tôm A Chảnh - Lê Văn Sỹ,"211 Lê Văn Sỹ, P. 13, Quận 3, TP. HCM",,25.000 - 57.000,Quận 3,10.7864459,106.6803165
477,Dì Yến Bến Tre - Bún Thịt Xào,"237/84B Trần Văn Đang, P. 11, Quận 3, TP. HCM",07:00 - 13:50,25.000 - 50.000,Quận 3,10.7856736,106.6731716
478,Giò Chả Thùy Trang,"116/29 Vườn Chuối, P. 4, Quận 3, TP. HCM",06:00 - 18:00,10.000 - 160.000,Quận 3,10.7736451,106.6830193
479,Bắp Nướng Mỡ Hành Hẻm 174 Nguyễn Thiện Thuật,"174/21 Nguyễn Thiện Thuật, P. 3, Quận 3, TP. HCM",,10.000 - 12.000,Quận 3,10.7693455,106.6782709
480,Mầm - Healthyfood - Tú Xương,"6C Tú Xương, P. Võ Thị Sáu, Quận 3, TP. HCM",,10.000 - 69.000,Quận 3,10.7795601,106.6851335
481,Chị Lan - Bắp Xào & Cá Bò Viên Chiên - 299A Lê Văn Sỹ,"299A Lê Văn Sỹ, P. 13, Quận 3, TP. HCM",,7.000 - 30.000,Quận 3,10.7864459,106.6803165
482,Bếp Chay Phạm Hồng Phước - Võ Thị Sáu,"146/1 Võ Thị Sáu, P. 8, Quận 3, TP. HCM",,25.000 - 120.000,Quận 3,0.0,0.0
483,Bánh Mì Chiên Tôm Hiếu Thi 91 - Nguyễn Thượng Hiền,"61 Nguyễn Thượng Hiền, P. 5, Quận 3, TP. HCM",,0 - 0,Quận 3,10.7704985,106.6863569
484,Hao Thai - Bún Thái Cay - Võ Văn Tần,"299B Võ Văn Tần, P. 5, Quận 3, TP. HCM",,30.000 - 80.000,Quận 3,10.7693225,106.6835783
485,An Teahouse - Lẩu Tô Topping Và Sụn Gà Chiên,"290/1B Lý Thái Tổ, P. 1, Quận 3, TP. HCM",,20.000 - 80.000,Quận 3,10.7671042,106.6764627
486,Manwah Taiwanese Hotpot - Cao Thắng Mall,"Tầng 2, Tầng 2 Cao Thắng Mall, 19 Cao Thắng, P. 2, Quận 3, TP. HCM",,390.000 - 480.000,Quận 3,10.7683146,106.6840973
487,Mì Quảng 85,"Hẻm 85 Trần Quang Diệu, P.13, Quận 3, TP. HCM",06:00 - 12:00 | 14:00 - 22:00,30.000 - 60.000,Quận 3,0.0,0.0
488,Bánh Su Que - Nguyễn Thông,"89 Nguyễn Thông, P. 9, Quận 3, TP. HCM",07:30 - 20:00,10.000 - 55.000,Quận 3,10.7804449,106.6803593
489,Lẩu Cá Kèo Bà Huyện - 18 Bà Huyện Thanh Quan,"18 Bà Huyện Thanh Quan, P. 6, Quận 3, TP. HCM",,40.000 - 190.000,Quận 3,0.0,0.0
490,Giò Chả Nghĩa - Nguyễn Đình Chiểu,"565 Nguyễn Đình Chiểu, P. 2, Quận 3, TP. HCM",06:00 - 18:00,20.000 - 937.000,Quận 3,10.7684933,106.6806361
491,Mì Trộn Park Kim Thang - Lý Chính Thắng,"148I Lý Chính Thắng, P. 14, Quận 3, TP. HCM",,30.000 - 55.000,Quận 3,0.0,0.0
492,Cơm Tấm Tiên - Cách Mạng Tháng 8,"388A Cách Mạng Tháng 8, Quận 3, TP. HCM",00:00 - 06:00 | 21:30 - 23:59,25.000 - 35.000,Quận 3,10.7740801,106.6886508
493,Há Cảo Vườn Chuối - Dimsum 20 Loại,"18/21 Vườn Chuối, P. 4, Quận 3, TP. HCM",,30.000 - 50.000,Quận 3,10.7736451,106.6830193
494,Bánh Mì Tuấn Mập - Pasteur,"196 Pasteur, Quận 3, TP. HCM",06:00 - 20:00,15.000 - 20.000,Quận 3,10.78240615,106.6944499
495,Bột Chiên & Mì Xào Bò,"294 Trần Văn Đang, P. 10, Quận 3, TP. HCM",,20.000 - 30.000,Quận 3,0.0,0.0
496,Mercini Bakery - Shop Online,"2/27A Cao Thắng, P. 5, Quận 3, TP. HCM",,25.000 - 45.000,Quận 3,10.76934,106.6846763
497,Mi Blythe - Bánh Macaron,"57 Nguyễn Thượng Hiền, P. 5, Quận 3, TP. HCM",,20.000 - 50.000,Quận 3,10.7712356,106.6857889
498,Green & Young - Healthy Food Store,"18/47 Trần Quang Diệu, P. 14, Quận 3, TP. HCM",,32.000 - 35.000,Quận 3,10.7892822,106.6781758
499,Cô Lùn - Bún Thịt Nướng & Cơm Tấm,"429/12F Lê Văn Sỹ, Quận 3, TP. HCM",07:00 - 16:59,15.000 - 25.000,Quận 3,10.7868668,106.6797258
500,Dimsum Tân Sanh Hoạt,"322 Nguyễn Thị Minh Khai, Quận 3, TP. HCM",04:45 - 11:30,60.000 - 165.000,Quận 3,10.7736152,106.6893194
501,Lotteria - Lý Chính Thắng,"250B Lý Chính Thắng, P. 9, Quận 3, TP. HCM",,30.000 - 80.000,Quận 3,10.778989,106.681928
502,Mực 280 - Mực Một Nắng Chiên Nước Mắm,"278 Lê Văn Sỹ, P. 14, Quận 3, TP. HCM",,80.000 - 110.000,Quận 3,10.7867091,106.6800562
503,Cơm Văn Phòng Ting Ting - Cách Mạng Tháng 8,"372/17 Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM",00:00 - 23:59,10.000 - 100.000,Quận 3,10.7809641,106.6757488
504,Cháo Vịt Liên - Nguyễn Thiện Thuật,"21/3 Nguyễn Thiện Thuật, P. 2, Quận 3, TP. HCM",,30.000 - 88.000,Quận 3,10.7676866,106.6802936
505,Hỷ Hỷ - Bún Thái - Trần Quốc Toản,"47/36 Trần Quốc Toản, P. 8, Quận 3, TP. HCM",00:00 - 23:59,45.000 - 60.000,Quận 3,0.0,0.0
506,Yến Hương Giang - Bún Bò Huế,"325 Võ Văn Tần, P. 5, Quận 3, TP. HCM",00:01 - 23:59,15.000 - 60.000,Quận 3,10.7693225,106.6835783
507,Cháo Lòng - Lòng Nhậu - Trần Văn Đang,"137 Trần Văn Đang, P. 11, Quận 3, TP. HCM",,0 - 0,Quận 3,10.7856736,106.6731716
508,Trái Cây Tươi & Ăn Vặt Mướp Fruit - Nguyễn Sơn Hà,"48 Nguyễn Sơn Hà, P. 5, Quận 3, TP. HCM",00:00 - 23:59,0 - 0,Quận 3,10.7696288,106.6843522
509,Hanuri - Quán Ăn Hàn Quốc - Nguyễn Đình Chiểu,"284A Nguyễn Đình Chiểu, P. 6, Quận 3, TP. HCM",,50.000 - 110.000,Quận 3,0.0,0.0
510,Hanuri - Quán Ăn Hàn Quốc - Điện Biên Phủ,"531 Điện Biên Phủ, P. 3, Quận 3, TP. HCM",,25.000 - 100.000,Quận 3,10.7714939,106.677566
511,-18ºC - Food & Drink - Võ Văn Tần,"74 Võ Văn Tần, Quận 3, TP. HCM",,25.000 - 55.000,Quận 3,10.7737953,106.6878032
512,Quán Cơm Sinh Viên - Trần Văn Đang,"47G Trần Văn Đang, P. 9, Quận 3, TP. HCM",,6.000 - 22.000,Quận 3,10.7827114,106.6793185
513,Cơm Healthy Giảm Cân - Trần Vương,"86/11 Trương Quyền, P.3, Quận 3, TP. HCM",,0 - 0,Quận 3,10.7867721,106.6924381
514,"Famy Fruit - Trái Cây Tươi, Ăn Vặt & Sinh Tố - Cách Mạng Tháng 8","540/2/14 Cách Mạng Tháng 8, P. 11, Quận 3, TP. HCM",00:00 - 23:59,39.000 - 99.000,Quận 3,10.7852129,106.6678044
515,Bánh Tráng Trộn Long,"34 Nguyễn Thượng Hiền, Quận 3, TP. HCM",,10.000 - 22.000,Quận 3,10.7742017,106.6839669
516,Bánh Cuốn Hồng Hiên - Kỳ Đồng,"20 Kỳ Đồng, P. 9, Quận 3, TP. HCM",06:00 - 20:00,25.000 - 55.000,Quận 3,10.7825598,106.6820885
517,Phá Lấu Anh - Chung Cư Nguyễn Thiện Thuật,"002 Lô F Chung Cư Nguyễn Thiện Thuật, P. 1, Quận 3, TP. HCM",,20.000 - 50.000,Quận 3,0.0,0.0
518,Hồng Ngọc - Bún Bò Huế,"210/12A Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM",,20.000 - 40.000,Quận 3,10.7809641,106.6757488
519,Cơm Tấm Hùng - Hẻm 194 Võ Văn Tần,"194/2 Võ Văn Tần, P. 5, Quận 3, TP. HCM",06:00 - 12:30,28.000 - 35.000,Quận 3,10.7693225,106.6835783
520,Bơ By Butterman - Nguyễn Đình Chiểu,"218 Nguyễn Đình Chiểu, P. 6, Quận 3, TP. HCM",,20.000 - 100.000,Quận 3,0.0,0.0
521,Xôi Gà Truyền Thống 295,"295 Hai Bà Trưng, P. 8, Quận 3, TP. HCM",05:20 - 10:30,15.000 - 40.000,Quận 3,0.0,0.0
522,Cơm Gà Xối Mỡ - Shop Online - Trần Văn Đang,"159/90/66 Trần Văn Đang, P. 11, Quận 3, TP. HCM",,25.000 - 50.000,Quận 3,10.7856736,106.6731716
523,Mr Nhoi - Heo Quay Tây Bắc - 179A Nguyễn Thượng Hiền,"179A Nguyễn Thượng Hiền, P. 4, Quận 3, TP. HCM",,50.000 - 300.000,Quận 3,10.7742017,106.6839669
524,Thành Đạt - Hủ Tiếu Nam Vang - Lý Thái Tổ,"16 Lý Thái Tổ, P. 2, Quận 3, TP. HCM",00:00 - 23:59,49.000 - 55.000,Quận 3,10.7671042,106.6764627
525,Súp Cua Ghiền - Võ Văn Tần,"287 Võ Văn Tần, P. 5, Quận 3, TP. HCM",06:00 - 21:00,15.000 - 30.000,Quận 3,10.7693225,106.6835783
526,"Khỏi Lăn Vào Bếp - Phá Lấu, Bún Bò - Nguyễn Thị Minh Khai","238/10 Nguyễn Thị Minh Khai, Phường 6, Quận 3, TP. HCM",,0 - 0,Quận 3,10.7758292,106.6908575
527,Bánh Bao Chiên - Huỳnh Tịnh Của,"45 Huỳnh Tịnh Của, Quận 3, TP. HCM",,4.000 - 4.000,Quận 3,10.7887531,106.6879902
528,Papa's Food - Cơm Văn Phòng - Nguyễn Đình Chiểu,"Tầng B1, 117 Nguyễn Đình Chiểu, P. 6, Quận 3, TP. HCM",,15.000 - 55.000,Quận 3,0.0,0.0
529,Nhà Hàng Chay Thanh Hoàng - Trần Quốc Thảo,"42A1 Trần Quốc Thảo, P.Võ Thị Sáu, Quận 3, TP. HCM",,0 - 0,Quận 3,10.7846473,106.683741
530,Ốc Hòa - Ốc Bình Dân,"195/25 Trần văn Đang, P. 11, Quận 3, TP. HCM",,30.000 - 40.000,Quận 3,10.7856736,106.6731716
531,Chiyoda Sushi Viet Nam,"149 Nguyễn Đình Chiểu, P. Võ Thị Sáu, Quận 3, TP. HCM",,150.000 - 300.000,Quận 3,10.7814734,106.6929429
532,Bà Xã Vegan - Nhà Hàng Chay - Trương Định,"107K Trương Định, P. 6, Quận 3, TP. HCM",,10.000 - 195.000,Quận 3,0.0,0.0
533,Pizza Hut - Lê Văn Sỹ,"451 Lê Văn Sỹ, P. 12, Quận 3, TP. HCM",,50.000 - 300.000,Quận 3,10.7894056,106.6744076
534,Bếp Hảo Hảo - Đỉnh Cao Ăn Vặt - Võ Văn Tần,"299 Võ Văn Tần, P. 5, Quận 3, TP. HCM",,20.000 - 95.000,Quận 3,10.7693225,106.6835783
535,Hamburger & Bánh Mì - BREAD 24H,"504 Điện Biên Phủ, P. 3, Quận 3, TP. HCM",00:00 - 23:59,15.000 - 40.000,Quận 3,10.7714939,106.677566
536,Cơm Chay Diệu Hạnh,"126 Nguyễn Thượng Hiền, Quận 3, TP. HCM",,15.000 - 22.000,Quận 3,10.7742017,106.6839669
537,Naan & Masala - Quán Ăn Ấn Độ,"111 Nguyễn Thượng Hiền, P. 5, Quận 3, TP. HCM",,5.000 - 150.000,Quận 3,10.7704985,106.6863569
538,Hoàng Ty - Đặc sản Trảng Bàng - Cao Thắng,"106 Cao Thắng, P. 4, Quận 3, TP. HCM",,60.000 - 110.000,Quận 3,10.7724253,106.6798041
539,Bún Đậu Mắm Tôm A Chảnh - Nguyễn Thượng Hiền,"359 Nguyễn Thượng Hiền, P. 11, Quận 3, TP. HCM",,23.000 - 55.000,Quận 3,10.776852,106.6821788
540,Cơm Bà Đẻ,"1C Cao Thắng, P. 2, Quận 3, TP. HCM",,30.000 - 66.000,Quận 3,10.7683146,106.6840973
541,Bánh Mì Gạch Đỏ - Shop Online,"491/1/2 Nguyễn Đình Chiểu, P. 2, Quận 3, TP. HCM",,40.000 - 300.000,Quận 3,10.7684933,106.6806361
542,Rocketto Dessert - CMT8,"210/2A Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM",,24.000 - 420.000,Quận 3,10.7809641,106.6757488
543,Rakuen - Lẩu & Mì Cay,"483 Lê Văn Sỹ, P. 12, Quận 3, TP. HCM",,30.000 - 200.000,Quận 3,10.7894056,106.6744076
544,Lil’ Sago Cơm & Lẩu - Võ Văn Tần,"299 Võ Văn Tần, Quận 3, TP. HCM",,25.000 - 109.000,Quận 3,10.7737953,106.6878032
545,Cô Hường - Gỏi Khô Bò - Lê Văn Sỹ,"491A/10 Lê Văn Sỹ, P. 12, Quận 3, TP. HCM",,25.000 - 45.000,Quận 3,10.7892652,106.6727469
546,Mì Gói Xào Bò - Ga Sài Gòn,"Nằm Ngoài Ga Sài Gòn, 1 Nguyễn Thông (Đối Diện 218 Nguyễn Phúc Nguyên), P. 9, Quận 3, TP. HCM",,22.000 - 28.000,Quận 3,0.0,0.0
547,Lotteria - Ga Sài Gòn,"1 Nguyễn Thông, Quận 3, TP. HCM",,30.000 - 88.000,Quận 3,10.7798105,106.6814676
548,Tân Tòng Lợi - Mì Sủi Cảo & Vịt Tiềm,"311 Võ Văn Tần, P. 5, Quận 3, TP. HCM",,30.000 - 55.000,Quận 3,10.7693225,106.6835783
549,Coco Đác - Sữa Chua Hạt Đác - Võ Thị Sáu,"270B Võ Thị Sáu, P. Võ Thị Sáu, Quận 3, TP. HCM",,22.000 - 55.000,Quận 3,10.7825478,106.6866724
550,Bò Né Mia - Bò Né & Bò Bít Tết - Huỳnh Tịnh Của,"31 Huỳnh Tịnh Của, P. Võ Thị Sáu, Quận 3, TP. HCM",,0 - 0,Quận 3,10.7887531,106.6879902
551,Cơm Gà Xối Mỡ Mộc - Trần Văn Đang,"159/91 Trần Văn Đang, P. 11, Quận 3, TP. HCM",,25.000 - 45.000,Quận 3,10.7856736,106.6731716
552,"Gà Delichi - Gà Nướng Muối Ớt, Gà Lên Mâm & Gà Bó Xôi","117/3 Vườn Chuối, P. 4, Quận 3, TP. HCM",,25.000 - 158.000,Quận 3,10.7748349,106.6819664
553,Bún Riêu Cua Ốc 66 - Chợ Võ Văn Tần,"287/66 Nguyễn Đình Chiểu, Quận 3, TP. HCM",,25.000 - 40.000,Quận 3,10.7761524,106.687892
554,Trúc Phương - Tré Bà Đào,"Hẻm 102 Bà Huyện Thanh Quan, P. 9, Quận 3, TP. HCM",,35.000 - 70.000,Quận 3,0.0,0.0
555,Bún Thịt Nướng Tiểu Bảo - Bàn Cờ,"146/2 Bàn Cờ, P. 3, Quận 3, TP. HCM",,35.000 - 65.000,Quận 3,10.7691621,106.6811594
556,Văn Cao - Cơm Gà Xối Mỡ & Cơm Gà Mắm Tỏi - Trần Văn Đang,"79/58 Trần Văn Đang, P. 11, Quận 3, TP. HCM",,15.000 - 999.000,Quận 3,10.7839875,106.6758825
557,Sầu Riêng Sạch Cái Mơn - Cách Mạng Tháng 8,"394 Cách Mạng Tháng 8, P. 11, Quận 3, TP. HCM",00:00 - 23:59,50.000 - 100.000,Quận 3,10.7852129,106.6678044
558,Bánh Tiêu Tân Định,"23 Rạch Bùng Binh, P. 10, Quận 3, TP. HCM",06:00 - 21:00,5.000 - 5.000,Quận 3,10.7803887,106.6794907
559,Bún Bò Huế Chú Há,"300 Võ Văn Tần, Quận 3, TP. HCM",,45.000 - 61.000,Quận 3,10.7716935,106.6856775
560,Takki - Bánh Mì Kebab - Kỳ Đồng,"7 Kỳ Đồng, P. 9, Quận 3, TP. HCM",,20.000 - 25.000,Quận 3,10.7831398,106.6824198
561,Ánh Hồng - Bún Chả Hàng Mành Hà Nội - Lý Chính Thắng,"144C Lý Chính Thắng, P. 7, Quận 3, TP. HCM",,15.000 - 55.000,Quận 3,0.0,0.0
562,Chè Hiển Khánh,"718 Nguyễn Đình Chiểu, Quận 3, TP. HCM",,10.000 - 33.000,Quận 3,10.7761524,106.687892
563,Bánh Canh Chả Cá - Đặc Sản Phan Rang - 177 Trương Định,"177/7 Trương Định, P. 9, Quận 3, TP. HCM",,30.000 - 50.000,Quận 3,10.7807024,106.6863035
564,Sầu Riêng Sạch & Trái Cây Sạch 436 - Cách Mạng Tháng 8,"436/11/1 Cách Mạng Tháng Tám, P. 11, Quận 3, TP. HCM",,20.000 - 460.000,Quận 3,10.7869488,106.6646478
565,Hutong - Hot Pot Paradise - Cao Thắng,"106A Cao Thắng, P. 4, Quận 3, TP. HCM",,30.000 - 350.000,Quận 3,10.7724253,106.6798041
566,Thành Đạt - Hủ Tiếu Nam Vang - Nguyễn Thượng Hiền,"316 Nguyễn Thượng Hiền, P. 4, Quận 3, TP. HCM",,45.000 - 48.000,Quận 3,10.7742017,106.6839669
567,Tinabi - Khoai Lang & Bánh Gạo Lắc - Trần Văn Đang,"131 Trần Văn Đang, P. 11, Quận 3, TP. HCM",,10.000 - 20.000,Quận 3,10.7856736,106.6731716
568,Seoul Healthy! - Cách Mạng Tháng 8,"372/17 Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM",00:00 - 23:59,10.000 - 100.000,Quận 3,10.7809641,106.6757488
569,Ăn Vặt Hí Food - Chân Gà & Tai Heo - Shop Online - Trần Văn Đang,"195/4/8 Trần Văn Đang, P. 11, Quận 3, TP. HCM",,12.000 - 120.000,Quận 3,10.7856736,106.6731716
570,Bánh Trứng Gà Non Hong Kong - Nguyễn Thượng Hiền,"22 Nguyễn Thượng Hiền, P. 5, Quận 3, TP. HCM",,25.000 - 30.000,Quận 3,10.7703835,106.6864301
571,Fingerprint Chay - Nam Kỳ Khởi Nghĩa,"303 Nam Kỳ Khởi Nghĩa, P. 7, Quận 3, TP. HCM",,15.000 - 17.000,Quận 3,0.0,0.0
572,Shoryu Noodle & Dimsum Bar - Mì Tứ Xuyên Chuẩn Vị - Trương Quyền,"46 Trương Quyền, P. 6, Quận 3, TP. HCM",,49.000 - 149.000,Quận 3,0.0,0.0
573,"Quán 44 - Cơm Chiên, Nui Xào & Mì Xào","290/120 Cư Xá Đường Sắt, Lý Thái Tổ, P. 1, Quận 3, TP. HCM",,5.000 - 40.000,Quận 3,10.7671042,106.6764627
574,Tiệm Mì Dì Út - Mì Quảng Trộn - Lê Văn Sỹ,"31/38C Lê Văn Sỹ, P. 13, Quận 3, TP. HCM",,0 - 0,Quận 3,10.7864459,106.6803165
575,"Tiệm Ăn Siam Ẩm Thực Thái Lan - Hủ Tiếu Siam, Bún Thái & Xôi Xoài Siam","132 Cao Thắng, P. 4, Quận 3, TP. HCM",,0 - 0,Quận 3,10.7724253,106.6798041
576,Lobster Bay - Nhà Hàng Hải Sản - Kỳ Đồng,"10B Kỳ Đồng, P. 9, Quận 3, TP. HCM",,150.000 - 300.000,Quận 3,10.7831398,106.6824198
577,Bún Bò Huế Xưa - Cách Mạng Tháng 8,"48 Cách Mạng Tháng 8, P. 6, Quận 3, TP. HCM",,15.000 - 35.000,Quận 3,0.0,0.0
578,Hamburger Bamysu,"453/77 C15 Lê Văn Sỹ, P. 12, Quận 3, TP. HCM",,12.000 - 43.000,Quận 3,10.7894056,106.6744076
579,Mr.Saigon - Mì Ý & Salad - Lê Văn Sỹ,"402/19 Lê Văn Sỹ, P. 14, Quận 3, TP. HCM",,25.000 - 59.000,Quận 3,10.7861078,106.6810825
580,El Sol - Meat & Wine - Võ Thị Sáu,"140/2 Võ Thị Sáu, Quận 3, TP. HCM",,35.000 - 349.000,Quận 3,10.782932,106.6893481
581,TukTuk Thai Bistro - Ngô Thời Nhiệm,"29 Ngô Thời Nhiệm, P. 6, Quận 3, TP. HCM",,50.000 - 250.000,Quận 3,0.0,0.0
582,Bánh Khọt Cối Đá,"453/111 Lê Văn Sỹ, P. 12, Quận 3, TP. HCM",,35.000 - 45.000,Quận 3,10.7894056,106.6744076
583,Tiệm Chè Thái Kiki - Nguyễn Thiện Thuật,"21/13 Nguyễn Thiện Thuật, P. 2, Quận 3, TP. HCM",,25.000 - 30.000,Quận 3,10.7676866,106.6802936
584,Bánh Xèo Quảng Ngãi - Ông Mập,"122A Rạch Bùng Binh, Quận 3, TP. HCM",,20.000 - 50.000,Quận 3,10.7811415,106.680059
585,Bánh Bèo Thanh Nga - Rạch Bùng Binh,"43 Rạch Bùng Binh, P. 9, Quận 3, TP. HCM",,3.000 - 30.000,Quận 3,10.7831426,106.6802568
586,Lẩu Gà Ớt Hiểm 109 - Nguyễn Thiện Thuật,"109/6 Nguyễn Thiên Thuật, P. 2, Quận 3, TP. HCM",,20.000 - 179.000,Quận 3,10.7676866,106.6802936
587,Chang Hi - Chè Ngon Sáng Tạo - 92C Cao Thắng,"92C Cao Thắng, P. 4, Quận 3, TP. HCM",,30.000 - 45.000,Quận 3,10.7724253,106.6798041
588,Quán Sóc Trăng 2 - Lẩu Cá Kèo,"2 Sư Thiện Chiếu, P. 7, Quận 3, TP. HCM",,60.000 - 132.000,Quận 3,10.77839849,106.6861388
589,"3 Râu - Gà Rán, Pizza & Trà Sữa - Tôn Đản","289 Tôn Đản, P. 15, Quận 4, TP. HCM",00:00 - 23:59,12.000 - 120.000,Quận 4,10.7555223,106.7059551
590,Thanh Hương - Cháo Lòng Hà Nội - 375 Đoàn Văn Bơ,"375 Đoàn Văn Bơ, P. 13, Quận 4, TP. HCM",00:00 - 23:59,10.000 - 45.000,Quận 4,10.7641282,106.7029269
591,Gà Rán Chicken Plus - Vĩnh Hội,"7 Vĩnh Hội, P. 4, Quận 4, TP. HCM",,15.000 - 289.000,Quận 4,10.756102,106.7037026
592,Bánh Tráng Muối Nhuyễn Chú Gấu Nhỏ - Shop Online,"262/7B Tôn Thất Thuyết, P. 3, Quận 4, TP. HCM",,6.000 - 50.000,Quận 4,10.7530705,106.6986688
593,Pizza Hut - D4,"8 Đường 41, P. 6, Quận 4, TP. HCM",,100.000 - 200.000,Quận 4,10.75843131,106.7003866
594,Pé Don - Gỏi Ngó Sen Tôm Thịt,"307 Đoàn Văn Bơ, P. 13, Quận 4, TP. HCM",,50.000 - 140.000,Quận 4,10.7636543,106.7036036
595,Dì Bình - Bánh Canh Cua - Xóm Chiếu,"28 Xóm Chiếu, P. 13, Quận 4, TP. HCM",05:45 - 21:00,30.000 - 40.000,Quận 4,10.7596613,106.711636
596,Bin Bin - Bún Chả Cá Nha Trang,"G58 Bis, Cư Xá Vĩnh Hội, Đường Số 50, P. 6, Quận 4, TP. HCM",06:07 - 13:30,30.000 - 35.000,Quận 4,0.0,0.0
597,Tré Trộn Cu Boi,"78/38/1 Tôn Thất Thuyết, P. 16, Quận 4, TP. HCM",,40.000 - 60.000,Quận 4,10.7555468,106.713123
598,Somtamlam Bangkok Street Food,"K66 Hoàng Diệu , P. 6, Quận 4, TP. HCM",,20.000 - 50.000,Quận 4,10.7605997,106.6999092
599,Hủ Tiếu Chay - Góc Chùa Giác Nguyên,"129F/186/2 Đường Số 41, P. 4, Quận 4, TP. HCM",06:00 - 23:59,5.000 - 35.000,Quận 4,10.7586002,106.7006356
600,Phá Lấu Madam Thu,"242/57 Tôn Đản, P. 8, Quận 4, TP. HCM",,35.000 - 200.000,Quận 4,10.757848,106.7064755
601,Cháo Lòng Miền Tây - 137 Tôn Đản,"137 Tôn Đản, P.14, Quận 4, TP. HCM",,25.000 - 100.000,Quận 4,10.7578174,106.7068303
602,Ăn Vặt NaMi - Shop Online,"122/27/117/9/7 Tôn Đản, P. 8, Quận 4, TP. HCM",,10.000 - 80.000,Quận 4,10.757848,106.7064755
603,Út Thương - Bánh Mì & Cà Phê - Đoàn Văn Bơ,"102 Đoàn Văn Bơ, P. 9, Quận 4, TP. HCM",,9.000 - 29.000,Quận 4,10.7640589,106.7028804
604,Chân Gà Nướng & Bạch Tuộc Nướng - Đoàn Văn Bơ,"355 Đoàn Văn Bơ, P. 13, Quận 4, TP. HCM",,10.000 - 140.000,Quận 4,10.7641282,106.7029269
605,Lộc Yến - Yến Sào Chưng Tươi - Khánh Hội,"124 Khánh Hội, P. 6, Quận 4, TP. HCM",,79.000 - 249.000,Quận 4,10.7596235,106.6985831
606,Bún Bò Vinh Hiền - Bún Bò - J26 Cư Xá Vĩnh Hội,"J26 Cư Xá Vĩnh Hội, P. 6, Quận 4, TP. HCM",06:30 - 13:30 | 16:30 - 20:30,20.000 - 33.000,Quận 4,0.0,0.0
607,Bếp Nhà Sun Béo - Chân Gà Sả Tắc - Shop Online - Đoàn Văn Bơ,"538/52 Đoàn Văn Bơ, P. 14, Quận 4, TP. HCM",,30.000 - 150.000,Quận 4,10.7591509,106.7105971
608,Cô Hoàng - Bún Thịt Nướng,"183F/19D Tôn Thất Thuyết, P. 4, Quận 4, TP. HCM",06:00 - 11:20,25.000 - 30.000,Quận 4,10.7532765,106.7053837
609,Yến Thu - Bánh Cuốn & Bánh Ướt Nóng,"448E Nguyễn Tất Thành, P. 18, Quận 4, TP. HCM",04:00 - 19:00,15.000 - 15.000,Quận 4,10.7567241,106.7184033
610,Quán Chay Thanh Lạc,"144 Nguyễn Tất Thành, P. 13, Quận 4, TP. HCM",,30.000 - 230.000,Quận 4,10.76337185,106.707661
611,GÀ ÁC TIỀM TỶ TỶ - ĐOÀN VĂN BƠ,"146/2 Đoàn Văn Bơ, P. 9, Quận 4, TP. HCM",,10.000 - 200.000,Quận 4,10.7640589,106.7028804
612,Panda's Bakery - Shop Online,"538/106/3 Đoàn Văn Bơ, P. 14, Quận 4, TP. HCM",00:00 - 02:00 | 06:00 - 23:59,15.000 - 180.000,Quận 4,10.7591509,106.7105971
613,Gami Sushi - Hoàng Diệu,"224 lô J Khu Tái Thiết Hoàng Diệu, P. 8, Quận 4, TP. HCM",,20.000 - 130.000,Quận 4,0.0,0.0
614,Súp Táo - Súp Cua & Ăn Vặt - Đường Số 17,"30 Đường Số 17, P. 4, Quận 4, TP. HCM",,17.000 - 30.000,Quận 4,10.7567348,106.703492
615,Cơm Cháy Kho Quẹt - Đường 50,"10 Đường 50 Bến Vân Đồn, P. 5, Quận 4, TP. HCM",,30.000 - 100.000,Quận 4,10.76021155,106.6973098
616,Bún Cá Nha Trang Xứ Nẫu,"200 Tôn Đản, P. 8, Quận 4, TP. HCM",06:00 - 22:00,35.000 - 50.000,Quận 4,10.757848,106.7064755
617,Phở Thìn By Sol - Nguyễn Trường Tộ,"45 Nguyễn Trường Tộ, P. 12, Quận 4, TP. HCM",06:30 - 21:00,6.000 - 78.000,Quận 4,0.0,0.0
